ipa	etymological_group
tɕ ʌ l p ɑ n	sino
tɕ ʌ l p jʌ k	sino
tɕ ʌ l ja k	sino
tɕ ʌ l tɕ ʌ ŋ	sino
tɕ ʌ l tɕ ɛ	sino
tɕ ʌ l tɕʰ ɑ	sino
tɕ ʌ l tɕʰ u ŋ	sino
tɕ ʌ m	sino
tɕ ʌ m k ʌ	sino
tɕ ʌ m k ʌ m	sino
tɕ ʌ m l jʌ ŋ	sino
tɕ ʌ m s u	sino
tɕ ʌ m s i m	sino
tɕ ʌ m wʌ n	sino
tɕ ʌ m ju	sino
tɕ ʌ m tɕ ʌ m	sino
tɕ ʌ m tɕ i n	sino
tɕ ʌ m tɕʰ ɑ	sino
tɕ ʌ m pʰ ʌ	loan
tɕ ʌ m pʰ o	sino
tɕ ʌ p k jʌ n	sino
tɕ ʌ p k ɯ n	sino
tɕ ʌ p t ɛ	sino
tɕ ʌ p m o k	sino
tɕ ʌ p s o k	sino
tɕ ʌ p s u	sino
tɕ ʌ p s i	native
tɕ ʌ p tɕʰ o k	sino
tɕ ʌ p h ɑ p	sino
tɕ ʌ ŋ	sino
tɕ ʌ ŋ k ɑ m	sino
tɕ ʌ ŋ k jʌ ŋ	sino
tɕ ʌ ŋ k jɛ	sino
tɕ ʌ ŋ k jo	sino
tɕ ʌ ŋ k u k	sino
tɕ ʌ ŋ k wʌ n	sino
tɕ ʌ ŋ k ju	sino
tɕ ʌ ŋ k i	sino
tɕ ʌ ŋ n jʌ n	sino
tɕ ʌ ŋ n jʌ ŋ	sino
tɕ ʌ ŋ t ɑ p	sino
tɕ ʌ ŋ t ɑ ŋ	sino
tɕ ʌ ŋ t o	sino
tɕ ʌ ŋ t o n	sino
tɕ ʌ ŋ l jʌ k	sino
tɕ ʌ ŋ l i	sino
tɕ ʌ ŋ l i p	sino
tɕ ʌ ŋ m ɛ k	sino
tɕ ʌ ŋ m jʌ n	sino
tɕ ʌ ŋ m u	sino
tɕ ʌ ŋ m u n	sino
tɕ ʌ ŋ m i l	sino
tɕ ʌ ŋ p o	sino
tɕ ʌ ŋ p o k	sino
tɕ ʌ ŋ p u	sino
tɕ ʌ ŋ p i	sino
tɕ ʌ ŋ s ɑ	sino
tɕ ʌ ŋ s ɑ ŋ	sino
tɕ ʌ ŋ s ɛ k	sino
tɕ ʌ ŋ s ʌ	sino
tɕ ʌ ŋ s ʌ ŋ	sino
tɕ ʌ ŋ s ɛ	sino
tɕ ʌ ŋ s i k	sino
tɕ ʌ ŋ s i n	sino
tɕ ʌ ŋ ɛ k	sino
tɕ ʌ ŋ jʌ n	sino
tɕ ʌ ŋ jʌ l	sino
tɕ ʌ ŋ o	sino
tɕ ʌ ŋ u	sino
tɕ ʌ ŋ wʌ n	sino
tɕ ʌ ŋ ɰi	sino
tɕ ʌ ŋ i n	sino
tɕ ʌ ŋ i m	sino
tɕ ʌ ŋ tɕ ɑ	sino
tɕ ʌ ŋ tɕ ɑ k	native
tɕ ʌ ŋ tɕ ɑ ŋ	sino
tɕ ʌ ŋ tɕ ʌ k	sino
tɕ ʌ ŋ tɕ ʌ m	sino
tɕ ʌ ŋ tɕ ʌ ŋ	sino
tɕ ʌ ŋ tɕ o	sino
tɕ ʌ ŋ tɕ u ŋ	sino
tɕ ʌ ŋ tɕ i	sino
tɕ ʌ ŋ tɕ i k	sino
tɕ ʌ ŋ tɕʰ ɑ k	sino
tɕ ʌ ŋ tɕʰ ɛ k	sino
tɕ ʌ ŋ tɕʰ ɛ	sino
tɕ ʌ ŋ tɕʰ wi	sino
tɕ ʌ ŋ tɕʰ i	sino
tɕ ʌ ŋ tʰ o ŋ	sino
tɕ ʌ ŋ pʰ ɑ	sino
tɕ ʌ ŋ h jʌ ŋ	sino
tɕ ʌ ŋ h wa	sino
tɕ ʌ ŋ h wa k	sino
tɕ ʌ ŋ h wa ŋ	sino
tɕ ʌ ŋ h ɰi	sino
tɕ ʌ tɕ	native
tɕ ɛ k ʌ	sino
tɕ ɛ k o	sino
tɕ ɛ k o ŋ	sino
tɕ ɛ k u k	sino
tɕ ɛ k i	sino
tɕ ɛ t ɛ	sino
tɕ ɛ t o	sino
tɕ ɛ t o ŋ	sino
tɕ ɛ l jɛ	sino
tɕ ɛ l o	loan
tɕ ɛ m o k	sino
tɕ ɛ p ɑ n	sino
tɕ ɛ p ɑ l	sino
tɕ ɛ p ɑ ŋ	sino
tɕ ɛ p ʌ p	sino
tɕ ɛ p o	sino
tɕ ɛ p o k	sino
tɕ ɛ p i	native
tɕ ɛ s ɑ	sino
tɕ ɛ s o	sino
tɕ ɛ s ɯ tɕʰ ʌ	loan
tɕ ɛ s i	sino
tɕ ɛ ɑ n	sino
tɕ ɛ ɑ p	sino
tɕ ɛ ja k	sino
tɕ ɛ ʌ	sino
tɕ ɛ wa ŋ	sino
tɕ ɛ wɛ	sino
tɕ ɛ u s ɯ	loan
tɕ ɛ ɰi	sino
tɕ ɛ i n	sino
tɕ ɛ i l	sino
tɕ ɛ tɕ ɑ	sino
tɕ ɛ tɕ ɑ k	sino
tɕ ɛ tɕ ɛ	sino
tɕ ɛ tɕ ʌ ŋ	sino
tɕ ɛ tɕ o	sino
tɕ ɛ tɕ u	sino
tɕ ɛ tɕ i	sino
tɕ ɛ tɕʰ ʌ ŋ	sino
tɕ ɛ tɕʰ u l	sino
tɕ ɛ pʰ u m	sino
tɕ ɛ h ɑ n	sino
tɕ ɛ h ju	sino
tɕ o	sino
tɕ o k ɛ	native
tɕ o k ʌ n	sino
tɕ o k u k	sino
tɕ o k ɯ p	sino
tɕ o k i	sino
tɕ o k* i	loan
tɕ o t ɑ l	sino
tɕ o l jɛ	sino
tɕ o l o ŋ	sino
tɕ o l ju	sino
tɕ o l i	sino
tɕ o l i p	sino
tɕ o m jʌ ŋ	sino
tɕ o p ɑ s i m	native
tɕ o p u	sino
tɕ o s ɑ	sino
tɕ o s ɑ ŋ	sino
tɕ o s ʌ	sino
tɕ o s ʌ n	sino
tɕ o s ʌ ŋ	sino
tɕ o s ɛ	sino
tɕ o s o k	sino
tɕ o s i m	sino
tɕ o ja k	sino
tɕ o ʌ n	sino
tɕ o ʌ p	sino
tɕ o jo ŋ	sino
tɕ o ju l	sino
tɕ o i	sino
tɕ o tɕ ɑ k	sino
tɕ o tɕ ɑ ŋ	sino
tɕ o tɕ ʌ l	sino
tɕ o tɕ ʌ ŋ	sino
tɕ o tɕ ɛ	sino
tɕ o tɕ o ŋ	sino
tɕ o tɕ i	sino
tɕ o tɕ i k	sino
tɕ o tɕ i m	sino
tɕ o tɕʰ ʌ	sino
tɕ o tɕʰ i	sino
tɕ o kʰ ɑ	native
tɕ o h ɑ p	sino
tɕ o h ɑ ŋ	sino
tɕ o h jʌ ŋ	sino
tɕ o h wa	sino
tɕ o h wɛ	sino
tɕ o k p o	sino
tɕ o k s o k	sino
tɕ o k h ɑ	sino
tɕ o n k jʌ ŋ	sino
tɕ o n l i p	sino
tɕ o n s o k	sino
tɕ o n ʌ m	sino
tɕ o n tɕ ɛ	sino
tɕ o n tɕ u ŋ	sino
tɕ o l ʌ p	sino
tɕ o l tɕ i	sino
tɕ o ŋ k ɑ	sino
tɕ o ŋ k jʌ l	sino
tɕ o ŋ k jo	sino
tɕ o ŋ k u n	sino
tɕ o ŋ t ɑ n	sino
tɕ o ŋ l ɛ	sino
tɕ o ŋ l o	sino
tɕ o ŋ l jo	sino
tɕ o ŋ m ɑ l	sino
tɕ o ŋ m o k	sino
tɕ o ŋ m jo	sino
tɕ o ŋ s ɑ	sino
tɕ o ŋ s o k	sino
tɕ o ŋ s o n	sino
tɕ o ŋ s i k	sino
tɕ o ŋ s i n	sino
tɕ o ŋ ɑ l i	native
tɕ o ŋ ja ŋ	sino
tɕ o ŋ jo ŋ	sino
tɕ o ŋ i	native
tɕ o ŋ i l	sino
tɕ o ŋ tɕ ɑ	sino
tɕ o ŋ tɕ ʌ n	sino
tɕ o ŋ tɕ o k	sino
tɕ o ŋ tɕ o ŋ	sino
tɕ o ŋ pʰ ɑ	sino
tɕ o ŋ h ɑ p	sino
tɕ o tɕ	native
tɕ wa	sino
tɕ wa s ʌ k	sino
tɕ wa u	sino
tɕ wa i k	sino
tɕ wa tɕ ʌ l	sino
tɕ wa tɕʰ ɯ k	sino
tɕ wɛ	sino
tɕ wɛ s u	sino
tɕ wɛ ɑ k	sino
tɕ wɛ i n	sino
tɕ u	sino
tɕ u k ɑ	sino
tɕ u k ɑ n	sino
tɕ u k ʌ	sino
tɕ u k ʌ m	native
tɕ u k o ŋ	sino
tɕ u k wa n	sino
tɕ u k jo	sino
tɕ u k wʌ n	sino
tɕ u k i	sino
tɕ u n jʌ n	sino
tɕ u n u k	native
tɕ u t o	sino
tɕ u t u n	sino
tɕ u t u ŋ i	native
tɕ u l jʌ k	sino
tɕ u l jɛ	sino
tɕ u l o	sino
tɕ u l ju	sino
tɕ u l ɯ m	native
tɕ u m ɑ k	sino
tɕ u m ɑ l	sino
tɕ u m ʌ n i	native
tɕ u m ʌ k	native
tɕ u m o k	sino
tɕ u m u n	sino
tɕ u m i n	sino
tɕ u p ɑ ŋ	sino
tɕ u p ʌ m	sino
tɕ u p u	sino
tɕ u s ɑ	sino
tɕ u s ʌ k	sino
tɕ u s ʌ n	sino
tɕ u s o	sino
tɕ u s u l	sino
tɕ u s ɯ	loan
tɕ u s i k	sino
tɕ u ʌ	sino
tɕ u jʌ k	sino
tɕ u jʌ n	sino
tɕ u jo	sino
tɕ u wi	sino
tɕ u ɰi	sino
tɕ u i n	sino
tɕ u i l	sino
tɕ u i m	sino
tɕ u i p	sino
tɕ u tɕ ɑ	sino
tɕ u tɕ ɑ ŋ	sino
tɕ u tɕ ɛ	sino
tɕ u tɕ ʌ	sino
tɕ u tɕ ʌ n tɕ ɑ	sino
tɕ u tɕ o ŋ	sino
tɕ u tɕ u	sino
tɕ u tɕ i	sino
tɕ u tɕʰ ɑ	sino
tɕ u tɕʰ ɑ ŋ	sino
tɕ u tɕʰ wɛ	sino
tɕ u tɕʰ u k	sino
tɕ u tʰ ɛ k	sino
tɕ u h ɑ n	sino
tɕ u h ɛ ŋ	sino
tɕ u n k o ŋ	sino
tɕ u n k i	sino
tɕ u n p i	sino
tɕ u n s u	sino
tɕ u n h o	sino
tɕ u l	native
tɕ u l k i	native
tɕ u m	native
tɕ u ŋ	native
tɕ u ŋ k ɑ n	sino
tɕ u ŋ k ɛ	sino
tɕ u ŋ k jʌ n	sino
tɕ u ŋ k jɛ	sino
tɕ u ŋ k o ŋ	sino
tɕ u ŋ k u	sino
tɕ u ŋ k i	sino
tɕ u ŋ n jʌ n	sino
tɕ u ŋ t ɑ n	sino
tɕ u ŋ t ɛ	sino
tɕ u ŋ t o	sino
tɕ u ŋ t o ŋ	sino
tɕ u ŋ t ɯ ŋ	sino
tɕ u ŋ l jʌ k	sino
tɕ u ŋ l jʌ ŋ	sino
tɕ u ŋ l i p	sino
tɕ u ŋ m ɛ	sino
tɕ u ŋ p ɑ n	sino
tɕ u ŋ p o k	sino
tɕ u ŋ p u	sino
tɕ u ŋ s ɑ n	sino
tɕ u ŋ s ɑ ŋ	sino
tɕ u ŋ s ɛ ŋ	sino
tɕ u ŋ s ɛ	sino
tɕ u ŋ s o	sino
tɕ u ŋ s u n	sino
tɕ u ŋ s i	sino
tɕ u ŋ s i m	sino
tɕ u ŋ ɑ ŋ	sino
tɕ u ŋ jʌ p	sino
tɕ u ŋ jo	sino
tɕ u ŋ tɕ ɛ	sino
tɕ u ŋ tɕ ʌ m	sino
tɕ u ŋ tɕ i	sino
tɕ u ŋ tɕʰ u	sino
tɕ u ŋ tɕʰ ɯ ŋ	sino
tɕ u ŋ pʰ jʌ n	sino
tɕ u ŋ h ɑ k	sino
tɕ wi	native
tɕ ɯ k s ʌ k	sino
tɕ ɯ k s i	sino
tɕ ɯ k h ɯ ŋ	sino
tɕ ɯ l k ʌ u m	native
tɕ ɯ p	sino
tɕ ɯ ŋ k ɑ	sino
tɕ ɯ ŋ k ɑ ŋ	sino
tɕ ɯ ŋ k ʌ	sino
tɕ ɯ ŋ k wʌ n	sino
tɕ ɯ ŋ k i	sino
tɕ ɯ ŋ t ɛ	sino
tɕ ɯ ŋ m jʌ ŋ	sino
tɕ ɯ ŋ p ɑ l	sino
tɕ ɯ ŋ s ɑ n	sino
tɕ ɯ ŋ s ɑ ŋ	sino
tɕ ɯ ŋ s ʌ	sino
tɕ ɯ ŋ s ʌ l	sino
tɕ ɯ ŋ s ɛ	sino
tɕ ɯ ŋ s i k	sino
tɕ ɯ ŋ ʌ n	sino
tɕ ɯ ŋ jʌ	sino
tɕ ɯ ŋ o	sino
tɕ ɯ ŋ i n	sino
tɕ ɯ ŋ tɕ ɑ	sino
tɕ ɯ ŋ tɕ i n	sino
tɕ ɯ ŋ pʰ o k	sino
tɕ i k ɑ	sino
tɕ i k ɑ k	sino
tɕ i k ɑ p	sino
tɕ i k ʌ m	sino
tɕ i k jʌ ŋ	sino
tɕ i k u	sino
tɕ i k ɯ k	sino
tɕ i k ɯ m	sino
tɕ i k ɯ p	sino
tɕ i n ɛ	sino
tɕ i n ɯ ŋ	sino
tɕ i t o	sino
tɕ i t o k	sino
tɕ i l ɑ l	native
tɕ i l ʌ ŋ i	native
tɕ i l wɛ	sino
tɕ i l u	sino
tɕ i l ɯ m	native
tɕ i l i	sino
tɕ i m ɑ ŋ	sino
tɕ i m jʌ n	sino
tɕ i m o k	sino
tɕ i m u n	sino
tɕ i p ɑ ŋ	sino
tɕ i p ɛ	sino
tɕ i p ʌ p	sino
tɕ i p u	sino
tɕ i p u n	sino
tɕ i p u l	sino
tɕ i p u ŋ	native
tɕ i s ɑ	sino
tɕ i s ɑ ŋ	sino
tɕ i s ʌ	sino
tɕ i s ʌ ŋ	sino
tɕ i s o k	sino
tɕ i s u	sino
tɕ i s i	sino
tɕ i s i k	sino
tɕ i ja ŋ	sino
tɕ i jʌ n	sino
tɕ i jɛ	sino
tɕ i o k	sino
tɕ i wʌ n	sino
tɕ i wi	sino
tɕ i tɕ ɑ tɕʰ ɛ	sino
tɕ i tɕ ɑ ŋ	sino
tɕ i tɕ ʌ k	sino
tɕ i tɕ ʌ m	sino
tɕ i tɕ u	sino
tɕ i tɕ i n	sino
tɕ i tɕʰ ɛ	sino
tɕ i tɕʰ u l	sino
tɕ i tɕʰ i	native
tɕ i tɕʰ i ŋ	sino
tɕ i tʰ ɑ n	sino
tɕ i tʰ ɛ ŋ	sino
tɕ i pʰ ɑ ŋ i	native
tɕ i pʰ jʌ ŋ	sino
tɕ i pʰ jɛ	sino
tɕ i pʰ jo	sino
tɕ i pʰ ɯ	loan
tɕ i pʰ i	sino
tɕ i h ɑ	sino
tɕ i h ja ŋ	sino
tɕ i h jʌ ŋ	sino
tɕ i h jɛ	sino
tɕ i h wi	sino
tɕ i k	sino
tɕ i k k ɑ m	sino
tɕ i k k jʌ l	sino
tɕ i k k jɛ	sino
tɕ i k k wa n	sino
tɕ i k k wʌ n	sino
tɕ i k k ɯ p	sino
tɕ i k n ɯ ŋ	sino
tɕ i k m jʌ n	sino
tɕ i k m u	sino
tɕ i k m u l	sino
tɕ i k s ʌ n	sino
tɕ i k ʌ p	sino
tɕ i k wʌ n	sino
tɕ i k wi	sino
tɕ i k tɕ ɑ ŋ	sino
tɕ i k tɕ ʌ n	sino
tɕ i k tɕ ʌ p	sino
tɕ i k tɕ o ŋ	sino
tɕ i k tɕʰ ɛ k	sino
tɕ i k h u	sino
tɕ i n k o ŋ	sino
tɕ i n k ɯ p	sino
tɕ i n t ɑ n	sino
tɕ i n t ɑ l l ɛ	native
tɕ i n t o ŋ	sino
tɕ i n l o	sino
tɕ i n l jo	sino
tɕ i n l i	sino
tɕ i n p o	sino
tɕ i n p u	sino
tɕ i n s ɑ ŋ	sino
tɕ i n s ʌ l	sino
tɕ i n s o l	native
tɕ i n s u l	sino
tɕ i n s i l	sino
tɕ i n s i m	sino
tɕ i n ɑ p	sino
tɕ i n jʌ l	sino
tɕ i n jʌ ŋ	sino
tɕ i n u	sino
tɕ i n wi	sino
tɕ i n i p	sino
tɕ i n tɕ ɑ k	sino
tɕ i n tɕ ʌ l i	native
tɕ i n tɕ ʌ n	sino
tɕ i n tɕ ʌ ŋ	sino
tɕ i n tɕ i	sino
tɕ i n tɕ* ɑ	mix
tɕ i n tɕʰ ɑ l	sino
tɕ i n tɕʰ ʌ k	sino
tɕ i n tɕʰ u l	sino
tɕ i n tʰ o ŋ	sino
tɕ i n h ɑ	sino
tɕ i n h ɑ k	sino
tɕ i n h ɛ ŋ	sino
tɕ i n h o	sino
tɕ i n h wa	sino
tɕ i n h ɯ ŋ	sino
tɕ i l k ɑ m	sino
tɕ i l k o k	sino
tɕ i l k i	sino
tɕ i l l ja ŋ	sino
tɕ i l m u n	sino
tɕ i l p jʌ ŋ	sino
tɕ i l s ʌ	sino
tɕ i l s i k	sino
tɕ i l ɰi	sino
tɕ i l tɕ u	sino
tɕ i l tɕʰ ɛ k	sino
tɕ i l tʰ u	sino
tɕ i l h wa n	sino
tɕ i m s ɯ ŋ	native
tɕ i m tɕ ɑ k	sino
tɕ i p	native
tɕ i p k jʌ l	sino
tɕ i p k jɛ	sino
tɕ i p k wʌ n	sino
tɕ i p n jʌ m	sino
tɕ i p t ɑ n	sino
tɕ i p s ɑ	sino
tɕ i p s i	loan
tɕ i p ja k	sino
tɕ i p jo	sino
tɕ i p tɕ u ŋ	sino
tɕ i p tɕʰ ɑ k	sino
tɕ i p pʰ i l	sino
tɕ i p h ɑ p	sino
tɕ i p h ɛ ŋ	sino
tɕ i p h wɛ	sino
tɕ i s	native
tɕ i ŋ	native
tɕ i ŋ k jɛ	sino
tɕ i ŋ s u	sino
tɕ i ŋ jʌ k	sino
tɕ i ŋ jo ŋ	sino
tɕ i ŋ h u	sino
tɕ i pʰ	native
tɕ* ɑ tɕ ɯ ŋ	native
tɕ* ɑ k	native
tɕ* o k	native
tɕ* i	native
tɕ* i k ɛ	native
tɕ* i k* ʌ k i	native
tɕ* i m	native
tɕʰ ɑ k wa n	sino
tɕʰ ɑ k i	sino
tɕʰ ɑ t ɑ n	sino
tɕʰ ɑ t o	sino
tɕʰ ɑ t ɯ ŋ	sino
tɕʰ ɑ l ja ŋ	sino
tɕʰ ɑ l jɛ	sino
tɕʰ ɑ l i m	native
tɕʰ ɑ m jʌ ŋ	sino
tɕʰ ɑ p jʌ l	sino
tɕʰ ɑ p u n	sino
tɕʰ ɑ p i	sino
tɕʰ ɑ s ʌ n	sino
tɕʰ ɑ i	sino
tɕʰ ɑ i k	sino
tɕʰ ɑ i p	sino
tɕʰ ɑ tɕ ɑ ŋ	sino
tɕʰ ɑ tɕ i	native
tɕʰ ɑ tɕ i l	sino
tɕʰ ɑ tɕʰ ɑ ŋ	sino
tɕʰ ɑ k k ɑ k	sino
tɕʰ ɑ k k o ŋ	sino
tɕʰ ɑ k l ju k	sino
tɕʰ ɑ k s u	sino
tɕʰ ɑ k o	sino
tɕʰ ɑ k jo ŋ	sino
tɕʰ ɑ k tɕ ɑ p	sino
tɕʰ ɑ k tɕʰ wi	sino
tɕʰ ɑ k h ɑ	sino
tɕʰ ɑ n m i	sino
tɕʰ ɑ n p ɑ n	sino
tɕʰ ɑ n s ɑ	sino
tɕʰ ɑ n s ʌ ŋ	sino
tɕʰ ɑ n ja ŋ	sino
tɕʰ ɑ l n ɑ	sino
tɕʰ ɑ m k ɑ	sino
tɕʰ ɑ m k o	sino
tɕʰ ɑ m t ɑ m	sino
tɕʰ ɑ m m o	sino
tɕʰ ɑ m p ɛ	sino
tɕʰ ɑ m s ɑ	sino
tɕʰ ɑ m s ʌ k	sino
tɕʰ ɑ m s i n	sino
tɕʰ ɑ m jʌ	sino
tɕʰ ɑ m tɕ ɑ k	sino
tɕʰ ɑ m tɕ o	sino
tɕʰ ɑ m pʰ ɛ	sino
tɕʰ ɑ m h o k	sino
tɕʰ ɑ m h wɛ	sino
tɕʰ ɑ p s* ɑ l	native
tɕʰ ɑ ŋ	sino
tɕʰ ɑ ŋ k ɑ n	sino
tɕʰ ɑ ŋ k ʌ n	sino
tɕʰ ɑ ŋ k o	sino
tɕʰ ɑ ŋ k u	sino
tɕʰ ɑ ŋ n jʌ	sino
tɕʰ ɑ ŋ t ɑ n	sino
tɕʰ ɑ ŋ t ɑ ŋ	sino
tɕʰ ɑ ŋ l i p	sino
tɕʰ ɑ ŋ m u n	sino
tɕʰ ɑ ŋ s ʌ l	sino
tɕʰ ɑ ŋ ʌ p	sino
tɕʰ ɑ ŋ ɰi	sino
tɕʰ ɑ ŋ tɕ ɑ	native
tɕʰ ɑ ŋ tɕ ɑ k	sino
tɕʰ ɑ ŋ tɕ o	sino
tɕʰ ɑ ŋ tɕʰ u l	sino
tɕʰ ɑ ŋ pʰ i	sino
tɕʰ ɛ k wʌ n	sino
tɕʰ ɛ n ʌ l	loan
tɕʰ ɛ l ɑ n	sino
tɕʰ ɛ m u	sino
tɕʰ ɛ p i	native
tɕʰ ɛ s ɛ k	sino
tɕʰ ɛ s o	sino
tɕʰ ɛ s i k	sino
tɕʰ ɛ jo ŋ	sino
tɕʰ ɛ tɕ ʌ m	sino
tɕʰ ɛ tɕ i p	sino
tɕʰ ɛ tɕ* i k	native
tɕʰ ɛ tɕʰ wi	sino
tɕʰ ɛ tʰ ɛ k	sino
tɕʰ ɛ k	sino
tɕʰ ɛ k m u	sino
tɕʰ ɛ k p ɑ ŋ	sino
tɕʰ ɛ k s ɑ ŋ	sino
tɕʰ ɛ k i m	sino
tɕʰ ɛ k tɕ ɑ	sino
tɕʰ ɛ k tɕ ɑ ŋ	sino
tɕʰ ɛ k tɕ ʌ ŋ	sino
tɕʰ ɛ m pʰ i ʌ n	loan
tɕʰ ʌ	sino
tɕʰ ʌ k ɑ	sino
tɕʰ ʌ n jʌ	sino
tɕʰ ʌ p ɑ ŋ	sino
tɕʰ ʌ p ʌ l	sino
tɕʰ ʌ p u n	sino
tɕʰ ʌ s ɑ	sino
tɕʰ ʌ s i n	sino
tɕʰ ʌ jo ŋ	sino
tɕʰ ʌ u	sino
tɕʰ ʌ ɯ m	native
tɕʰ ʌ tɕ ʌ l	sino
tɕʰ ʌ tɕ i	sino
tɕʰ ʌ tɕʰ ɑ m	sino
tɕʰ ʌ tɕʰ i	sino
tɕʰ ʌ h jʌ ŋ	sino
tɕʰ ʌ k k jʌ l	sino
tɕʰ ʌ k t o	sino
tɕʰ ʌ k s u	sino
tɕʰ ʌ k tɕʰ u	sino
tɕʰ ʌ n k u k	sino
tɕʰ ʌ n t u ŋ	native
tɕʰ ʌ n m ɑ k	sino
tɕʰ ʌ n m ɑ n	sino
tɕʰ ʌ n m jʌ ŋ	sino
tɕʰ ʌ n m i n	sino
tɕʰ ʌ n p ɑ k	sino
tɕʰ ʌ n s ɑ	sino
tɕʰ ʌ n s ɑ ŋ	sino
tɕʰ ʌ n s ʌ ŋ	sino
tɕʰ ʌ n ɑ n	sino
tɕʰ ʌ n jʌ n	sino
tɕʰ ʌ n tɕ ɑ ŋ	sino
tɕʰ ʌ n tɕ ɛ	sino
tɕʰ ʌ n tɕ ʌ ŋ	sino
tɕʰ ʌ n tɕ i	sino
tɕʰ ʌ n tɕʰ ɛ	sino
tɕʰ ʌ n h ɑ	sino
tɕʰ ʌ n h wa ŋ	sino
tɕʰ ʌ l	native
tɕʰ ʌ l k ɑ ŋ	sino
tɕʰ ʌ l t o	sino
tɕʰ ʌ l s ɑ	sino
tɕʰ ʌ l tɕ ʌ	sino
tɕʰ ʌ l tɕ ɛ	sino
tɕʰ ʌ l h ɑ k	sino
tɕʰ ʌ l h wɛ	sino
tɕʰ ʌ m	native
tɕʰ ʌ m k ɑ	sino
tɕʰ ʌ m t ɑ n	sino
tɕʰ ʌ m tɕʰ ɑ	sino
tɕʰ ʌ p	sino
tɕʰ ʌ ŋ	sino
tɕʰ ʌ ŋ k ɑ k	sino
tɕʰ ʌ ŋ k jʌ l	sino
tɕʰ ʌ ŋ k u	sino
tɕʰ ʌ ŋ n jʌ n	sino
tɕʰ ʌ ŋ s ɑ	sino
tɕʰ ʌ ŋ s ɑ n	sino
tɕʰ ʌ ŋ s ɛ k	sino
tɕʰ ʌ ŋ s o	sino
tɕʰ ʌ ŋ ja k	sino
tɕʰ ʌ ŋ wʌ n	sino
tɕʰ ʌ ŋ tɕ ɑ	sino
tɕʰ ʌ ŋ tɕ ɑ ŋ	sino
tɕʰ ʌ ŋ tɕ u ŋ	sino
tɕʰ ʌ ŋ tɕʰ u n	sino
tɕʰ ʌ ŋ tʰ ɑ k	sino
tɕʰ ɛ k jʌ k	sino
tɕʰ ɛ k jʌ l	sino
tɕʰ ɛ k jɛ	sino
tɕʰ ɛ k u	sino
tɕʰ ɛ n ɛ	sino
tɕʰ ɛ n jʌ m	sino
tɕʰ ɛ t ɯ k	sino
tɕʰ ɛ l jʌ k	sino
tɕʰ ɛ l ju	sino
tɕʰ ɛ m jʌ n	sino
tɕʰ ɛ p ʌ l	sino
tɕʰ ɛ s i n	sino
tɕʰ ɛ o n	sino
tɕʰ ɛ ju k	sino
tɕʰ ɛ i n	loan
tɕʰ ɛ tɕ ɛ	sino
tɕʰ ɛ tɕ o	sino
tɕʰ ɛ tɕ u ŋ	sino
tɕʰ ɛ tɕ ɯ ŋ	sino
tɕʰ ɛ tɕ i l	sino
tɕʰ ɛ kʰ ɯ	loan
tɕʰ ɛ pʰ o	sino
tɕʰ ɛ h ʌ m	sino
tɕʰ o k wa	sino
tɕʰ o k i	sino
tɕʰ o t ɛ	sino
tɕʰ o t ɯ ŋ	sino
tɕʰ o l ɛ	sino
tɕʰ o l o k	sino
tɕʰ o p ɑ n	sino
tɕʰ o p o	sino
tɕʰ o p i ŋ	sino
tɕʰ o s ɑ ŋ	sino
tɕʰ o s ʌ k	sino
tɕʰ o s o	sino
tɕʰ o ɑ n	sino
tɕʰ o wʌ n	sino
tɕʰ o wʌ l	sino
tɕʰ o tɕ o	sino
tɕʰ o tɕʰ ʌ ŋ	sino
tɕʰ o kʰ o l l i s	loan
tɕʰ o k k ɑ k	sino
tɕʰ o k k ɑ m	sino
tɕʰ o k k u	sino
tɕʰ o k p ɑ l	sino
tɕʰ o k tɕ i n	sino
tɕʰ o n	sino
tɕʰ o n l ɑ k	sino
tɕʰ o n tɕ i	sino
tɕʰ o ŋ k ɑ k	sino
tɕʰ o ŋ k wa l	sino
tɕʰ o ŋ k i	sino
tɕʰ o ŋ t o k	sino
tɕʰ o ŋ l jʌ k	sino
tɕʰ o ŋ l i	sino
tɕʰ o ŋ m u	sino
tɕʰ o ŋ s ʌ n	sino
tɕʰ o ŋ s u	sino
tɕʰ o ŋ ɛ k	sino
tɕʰ o ŋ tɕ ɑ ŋ	sino
tɕʰ o ŋ tɕ ɛ	sino
tɕʰ o ŋ h wɛ	sino
tɕʰ wa l jʌ ŋ	sino
tɕʰ wɛ	native
tɕʰ wɛ k o	sino
tɕʰ wɛ k ɯ n	sino
tɕʰ wɛ t ɛ	sino
tɕʰ wɛ m jʌ n	sino
tɕʰ wɛ s ɑ ŋ	sino
tɕʰ wɛ s ʌ n	sino
tɕʰ wɛ s o	sino
tɕʰ wɛ s i n	sino
tɕʰ wɛ ɑ k	sino
tɕʰ wɛ tɕ ʌ	sino
tɕʰ wɛ tɕ ʌ k	sino
tɕʰ wɛ tɕ o ŋ	sino
tɕʰ wɛ tɕʰ o	sino
tɕʰ wɛ h u	sino
tɕʰ u	sino
tɕʰ u k ɑ	sino
tɕʰ u k jʌ k	sino
tɕʰ u k u	sino
tɕʰ u k u ŋ	sino
tɕʰ u t ɛ	sino
tɕʰ u l ɑ k	sino
